Recency,Frequency,MonetaryValue,Cluster
8,3,2273.1800000000003,1
13,10,3997.98,1
199,5,1143.27,1
57,2,245.81,1
11,2,182.77,1
97,4,1225.41,1
255,1,56.4,2
25,3,665.86,1
21,3,658.57,1
159,2,188.02,1
72,2,283.47,1
53,1,131.94,1
85,2,278.74,1
153,4,1865.19,1
74,2,1117.9,1
281,1,225.9,2
27,14,1965.55,1
30,1,106.1,1
25,1,323.04,1
180,2,350.39,1
40,4,697.9,1
22,3,780.43,1
22,10,3055.93,1
37,9,1199.01,1
82,3,1285.04,1
74,1,512.31,1
11,1,546.04,1
16,12,5411.91,1
4,39,7837.73,5
13,4,732.16,1
14,5,1770.88,1
37,4,36.56,1
4,3,387.68,1
72,7,3704.87,1
51,1,298.4,1
5,5,1995.46,1
23,4,1820.09,1
299,1,889.24,2
2,3,398.7,1
33,1,35.400000000000006,1
50,1,155.37,1
3,3,350.64,1
47,1,110.21,1
42,8,1593.38,1
27,5,2779.3,1
42,1,338.8,1
2,124,40991.57,3
303,1,205.48,2
107,1,51.56,1
85,1,2033.1,1
81,9,901.2,1
218,4,605.8000000000001,2
372,34,5391.21,5
12,2,114.34,1
185,2,311.26,1
373,1,208.97,2
2,4,1418.03,1
4,23,26879.04,5
6,12,5155.66,1
305,1,148.21,2
369,1,252.8,2
3,8,2100.8,1
324,1,330.9,2
59,6,3160.0,1
13,3,597.5,1
31,20,10526.32,5
143,1,329.65,1
30,6,1197.1,1
107,5,428.18,1
2,12,1894.35,1
205,1,155.9,2
80,5,1859.16,1
185,6,683.46,1
170,1,237.61,1
44,1,379.45,1
174,1,178.51999999999998,1
365,1,458.92,2
304,1,133.35000000000002,2
3,4,671.77,1
4,4,717.45,1
12,1,190.19,1
32,3,899.61,1
129,1,111.35,1
21,8,726.05,1
212,2,203.87,2
323,2,602.09,2
162,1,203.86,1
56,3,244.1,1
225,1,112.25,2
72,8,1119.81,1
44,1,98.0,1
23,1,256.32,1
173,3,566.6,1
85,2,152.06,1
159,1,155.8,1
190,2,112.2,1
29,1,110.38,1
21,1,191.67,1
71,4,800.24,1
247,1,72.9,2
374,1,243.28,2
9,1,366.23,1
310,5,311.01,2
59,2,411.6,1
4,1,336.43,1
45,3,341.28,1
88,1,1304.04,1
4,17,4204.1,5
64,4,826.52,1
282,1,207.50000000000003,2
12,7,2962.5,1
373,1,244.08,2
133,2,397.29,1
45,2,212.54,1
11,4,843.0,1
36,5,1740.48,1
134,2,408.36,1
29,3,1331.57,1
52,2,704.25,1
138,2,145.79,1
5,1,389.84,1
9,7,4301.22,1
160,1,99.14,1
49,10,4106.4400000000005,1
131,1,304.56,1
8,1,77.50000000000001,1
233,2,149.57999999999998,2
37,1,176.68,1
147,1,358.56000000000006,1
1,45,58510.48,4
72,3,482.2,1
40,3,1008.54,1
5,12,2332.72,1
199,4,557.3,1
249,1,12.75,2
66,1,111.68,1
117,1,508.4599999999999,1
171,1,73.78,1
21,39,1296.44,5
142,1,102.83,1
32,2,471.7,1
38,14,2622.57,1
38,5,1098.43,1
372,1,123.07,2
374,1,277.35,2
166,2,228.2,1
211,1,582.59,2
242,1,136.04,2
52,1,337.04,1
25,3,740.79,1
15,13,4488.81,1
372,1,353.19,2
29,1,288.14,1
365,1,300.92,2
36,4,757.71,1
166,3,811.45,1
145,1,152.68,1
22,1,634.95,1
56,1,20.8,1
185,1,198.57,1
12,7,201.12,1
237,3,630.84,2
225,2,93.35,2
122,4,678.49,1
282,1,76.1,2
74,8,1970.67,1
37,2,382.06,1
12,2,417.23,1
362,1,169.47,2
4,2,249.72,1
23,1,444.68,1
70,9,2116.19,1
235,1,257.34,2
257,1,174.8,2
373,1,102.79,2
155,2,187.29,1
28,1,166.42,1
4,1,120.03,1
32,5,1483.56,1
81,3,523.0,1
108,2,122.14,1
52,1,38.45,1
36,1,668.11,1
153,2,389.78,1
99,1,115.31,1
4,2,230.65,1
334,1,73.5,2
65,1,97.97,1
22,2,422.88,1
36,3,730.4,1
32,3,405.62,1
154,6,70.02,1
19,2,357.20000000000005,1
12,21,4183.39,5
54,1,165.04999999999998,1
25,3,559.51,1
4,10,2088.6,1
45,1,189.4,1
203,2,172.29000000000002,2
359,1,74.4,2
71,1,300.02,1
7,10,6784.1900000000005,1
288,1,363.65,2
10,1,170.16,1
23,3,306.46,1
22,10,2119.41,1
173,3,720.52,1
133,2,814.0,1
6,14,2392.83,1
75,1,318.0,1
40,1,396.33,1
289,1,101.7,2
26,5,2036.67,1
258,2,453.0,2
186,1,247.44,1
114,12,3877.52,1
374,1,489.6,2
23,10,2611.75,1
8,11,2633.01,1
217,2,336.13,2
45,4,3651.97,1
19,2,1231.5,1
36,3,343.45,1
26,1,703.37,1
16,1,90.48,1
330,2,689.95,2
274,1,101.34,2
98,2,4055.7199999999993,1
61,1,167.67000000000002,1
2,11,9068.26,1
93,4,2106.52,1
82,7,3017.3,1
313,2,580.0500000000001,2
12,3,911.15,1
8,6,2697.8,1
127,1,168.31,1
11,2,223.65,1
1,60,259657.3,6
37,1,754.64,1
38,1,113.48000000000002,1
330,1,430.7,2
254,1,271.0,2
2,26,8052.97,5
20,1,236.3,1
12,2,352.69,1
369,1,76.32000000000001,2
290,1,220.1,2
68,8,1418.03,1
26,1,320.72,1
11,26,5653.82,5
368,1,181.12,2
214,1,111.15,2
149,2,673.1,1
8,6,1826.21,1
24,2,589.4399999999999,1
30,4,1142.99,1
61,1,206.83,1
19,3,348.73,1
243,1,112.55,2
15,3,1059.39,1
212,1,931.5,2
29,5,681.9100000000001,1
63,3,784.33,1
295,1,152.65,2
18,6,8438.34,1
157,2,1019.52,1
117,2,1000.16,1
8,12,2888.75,1
13,4,2861.55,1
141,2,160.35000000000002,1
46,2,179.33999999999995,1
51,3,612.0799999999999,1
32,3,566.58,1
135,2,653.35,1
3,2,399.19,1
75,3,371.62,1
13,2,734.94,1
9,2,453.4,1
301,1,530.15,2
57,2,638.0600000000001,1
15,5,1618.69,1
37,1,399.65,1
177,1,302.46000000000004,1
23,3,1384.86,1
176,6,1169.94,1
61,1,202.65,1
33,3,980.31,1
59,5,1231.31,1
15,20,7561.68,5
87,4,2106.84,1
7,1,104.0,1
358,1,476.35,2
31,6,1341.42,1
129,4,1590.81,1
9,6,1793.17,1
5,6,1843.75,1
24,1,382.8,1
227,2,632.07,2
15,1,49.8,1
249,1,304.25,2
15,3,2001.04,1
78,2,1090.24,1
192,2,284.46000000000004,1
262,1,207.8,2
72,1,957.97,1
165,1,243.76,1
82,1,973.84,1
95,2,689.13,1
4,17,5425.56,5
106,1,163.8,1
200,3,1396.99,1
157,1,160.42000000000002,1
71,3,1993.7,1
36,2,517.36,1
29,1,139.10000000000002,1
2,6,2621.38,1
26,5,600.07,1
326,1,248.42,2
237,1,232.48,2
89,1,299.34000000000003,1
31,1,481.75,1
29,2,621.75,1
211,2,662.08,2
3,10,2069.77,1
227,1,305.28000000000003,2
22,5,1041.61,1
93,1,443.0,1
5,14,6484.54,1
264,1,158.95000000000002,2
3,12,5509.12,1
44,11,5228.05,1
218,1,93.75,2
57,2,779.9,1
12,20,7276.900000000001,5
9,7,2810.2000000000003,1
192,5,2083.27,1
82,4,592.97,1
326,1,440.0,2
72,3,1796.48,1
30,6,882.24,1
3,5,987.1,1
219,5,1561.61,2
46,1,422.58,1
10,17,2073.09,1
72,4,2232.49,1
7,7,2567.06,1
24,2,596.1,1
123,2,804.02,1
17,1,95.34,1
310,1,349.27,2
87,1,4314.72,1
51,2,526.67,1
89,1,103.3,1
39,8,2337.63,1
25,3,2338.6000000000004,1
173,6,2643.2000000000003,1
43,2,324.24,1
140,1,149.48,1
26,3,1213.16,1
72,2,801.51,1
134,1,25.5,1
366,1,168.6,2
38,2,283.15,1
3,6,3078.58,1
2,3,204.0,1
30,1,175.92,1
44,1,335.86,1
58,1,110.38,1
74,1,173.9,1
278,1,180.6,2
181,1,80.82,1
8,2,178.05,1
4,16,2094.88,1
43,3,1837.28,1
